full_name,position,current_team,current_age,years_exp,talent_ppg,availability_score,risk_cv,dcf_value,replacement_value,vorp
Jack Heflin,DL,LA,28,4,4.47,0.33,0.00,0.00,0.00,0.00
Shane Buechele,QB,BUF,28,4,11.13,0.52,0.00,0.00,0.00,0.00
Alex Bachman,WR,LV,30,6,4.22,0.39,1.02,0.00,0.00,0.00
Troy Reeder,LB,LA,32,6,4.24,0.60,1.04,0.00,0.00,0.00
Taylor Rapp,DB,BUF,29,6,6.59,0.71,0.79,0.00,0.00,0.00
Drew Sample,TE,CIN,30,6,3.14,0.59,0.83,0.00,0.00,0.00
Amani Hooker,DB,TEN,28,6,8.15,0.78,0.69,0.00,0.00,0.00
Corey Ballentine,DB,DAL,30,6,5.31,0.36,1.10,0.00,0.00,0.00
K'Von Wallace,DB,HOU,29,5,5.56,0.49,0.78,0.00,0.00,0.00
Rock Ya-Sin,DB,DET,30,6,5.18,0.62,0.64,0.00,0.00,0.00
Cam Lewis,DB,BUF,29,6,4.72,0.70,0.84,0.00,0.00,0.00
Mo Alie-Cox,TE,IND,33,8,3.89,0.61,0.96,0.00,0.00,0.00
Andrew Wingard,DB,JAX,30,6,5.95,0.71,0.86,0.00,0.00,0.00
Carl Granderson,LB,NO,30,6,9.17,0.80,0.88,0.00,0.00,0.00
Jeffery Simmons,DL,TEN,29,6,10.40,0.84,0.75,0.00,0.00,0.00
Greg Dortch,WR,ARI,28,6,5.80,0.68,0.85,0.00,0.00,0.00
Devin Bush,LB,CLE,28,6,7.53,0.78,0.86,0.00,0.00,0.00
Darius Slayton,WR,NYG,29,6,7.43,0.80,0.64,0.00,0.00,0.00
L.J. Collier,DL,ARI,31,6,4.65,0.43,1.07,0.00,0.00,0.00
Dexter Lawrence,DL,NYG,29,6,8.00,0.80,0.88,0.00,0.00,0.00
Nate Ebner,DB,NYG,38,9,4.93,0.69,0.38,0.00,0.00,0.00
Javon Kinlaw,DL,WAS,29,5,5.27,0.64,1.00,0.00,0.00,0.00
D.J. Jones,DL,DEN,31,8,5.31,0.79,0.89,0.00,0.00,0.00
Will Harris,DB,WAS,31,6,6.62,0.66,0.60,0.00,0.00,0.00
Khalen Saunders,DL,NYJ,30,6,4.81,0.59,1.04,0.00,0.00,0.00
A.J. Green,DB,MIA,28,5,4.60,0.41,1.01,0.00,0.00,0.00
Giovanni Ricci,TE,DET,30,5,2.67,0.39,0.61,0.00,0.00,0.00
Maurice Hurst,DL,CLE,31,7,5.06,0.42,0.91,0.00,0.00,0.00
J.T. Gray,DB,TB,30,7,3.60,0.45,1.00,0.00,0.00,0.00
Marcus Williams,DB,LAC,30,8,7.01,0.57,0.79,0.00,0.00,0.00
Ben Sims,TE,MIN,26,2,3.14,0.40,0.80,0.00,0.00,0.00
Shedrick Jackson,WR,LV,27,2,4.67,0.44,0.75,0.00,0.00,0.00
Jalen Reeves-Maybin,LB,CHI,31,8,4.14,0.51,0.92,0.00,0.00,0.00
Ar'Darius Washington,DB,BAL,27,4,6.98,0.45,0.77,0.00,0.00,0.00
Kemon Hall,DB,TEN,29,6,4.68,0.38,1.12,0.00,0.00,0.00
Jonathan Allen,DL,MIN,31,8,8.30,0.78,0.86,0.00,0.00,0.00
Andre Jones Jr.,DL,BUF,28,2,4.26,0.33,0.56,0.00,0.00,0.00
Adam Gotsis,DL,TB,34,9,4.57,0.52,0.95,0.00,0.00,0.00
Eli Apple,DB,SF,31,9,6.51,0.50,0.69,0.00,0.00,0.00
Eric Kendricks,LB,SF,34,10,9.60,0.69,0.61,0.00,0.00,0.00
Josh Johnson,QB,WAS,40,17,9.59,0.38,1.47,0.00,0.00,0.00
Delarrin Turner-Yell,DB,DEN,27,3,4.62,0.44,1.40,0.00,0.00,0.00
Josh Hines-Allen,DL,JAX,29,6,11.08,0.90,0.83,0.00,0.00,0.00
Derek Carrier,TE,LV,36,9,3.24,0.69,0.86,0.00,0.00,0.00
Coleman Owen,WR,IND,25,0,0.00,0.48,,0.00,0.00,0.00
Chigozie Anusiem,DB,LV,26,1,0.00,0.47,,0.00,0.00,0.00
Sione Takitaki,LB,MIN,31,6,4.99,0.54,0.92,0.00,0.00,0.00
Steven Sims,WR,ARI,29,6,4.39,0.34,0.81,0.00,0.00,0.00
Julian Stanford,LB,DET,36,10,4.27,0.75,0.51,0.00,0.00,0.00
Jeremiah Moon,LB,PIT,28,3,3.80,0.39,0.85,0.00,0.00,0.00
Nick Vigil,LB,DAL,33,8,4.83,0.47,1.17,0.00,0.00,0.00
Vonn Bell,DB,CIN,32,8,6.66,0.82,0.80,0.00,0.00,0.00
Star Lotulelei,DL,BUF,37,8,5.34,0.76,0.74,0.00,0.00,0.00
C.J. Mosley,LB,NYJ,34,10,8.28,0.75,0.55,0.00,0.00,0.00
De'Vondre Campbell,LB,SF,33,8,7.21,0.78,0.75,0.00,0.00,0.00
Morgan Fox,DL,BUF,32,9,6.10,0.73,1.06,0.00,0.00,0.00
Kevin King,DB,ATL,31,7,4.74,0.63,0.84,0.00,0.00,0.00
Deshaun Watson,QB,CLE,31,8,14.25,0.56,0.48,0.00,0.00,0.00
Samori Toure,WR,NO,28,3,4.67,0.43,0.89,0.00,0.00,0.00
Ronald Darby,DB,HOU,32,10,6.58,0.64,0.47,0.00,0.00,0.00
Tyrann Mathieu,DB,NO,34,12,8.07,0.89,0.89,0.00,0.00,0.00
Johnathan Hankins,DL,SEA,34,12,4.57,0.63,1.13,0.00,0.00,0.00
Justin Simmons,DB,ATL,33,8,8.19,0.83,0.77,0.00,0.00,0.00
William Gholston,DL,TB,35,11,4.51,0.63,1.20,0.00,0.00,0.00
Terrence Brooks,DB,HOU,34,8,4.72,0.76,1.10,0.00,0.00,0.00
Caleb Farley,DB,CAR,28,3,4.08,0.51,0.72,0.00,0.00,0.00
Ihmir Smith-Marsette,WR,NYG,27,4,4.41,0.38,1.10,0.00,0.00,0.00
Jordan Hicks,LB,CLE,34,10,8.62,0.82,0.71,0.00,0.00,0.00
Jordan Whitehead,DB,TB,29,6,7.70,0.82,0.67,0.00,0.00,0.00
Lorenzo Carter,LB,TEN,31,7,6.03,0.82,0.97,0.00,0.00,0.00
Jordan Akins,TE,JAX,34,7,4.49,0.77,0.84,0.00,0.00,0.00
Josey Jewell,LB,CAR,32,6,9.31,0.73,0.65,0.00,0.00,0.00
Anthony Walker,LB,TB,31,8,6.04,0.64,0.70,0.00,0.00,0.00
Martin Emerson,DB,CLE,26,3,7.45,0.88,0.75,0.00,0.00,0.00
Tony Fields II,LB,LA,27,4,4.44,0.47,1.36,0.00,0.00,0.00
Kendal Vickers,DL,NO,31,6,3.70,0.38,0.25,0.00,0.00,0.00
Kader Kohou,DB,MIA,28,3,7.47,0.87,0.58,0.00,0.00,0.00
Montravius Adams,DL,PIT,31,7,3.81,0.56,0.88,0.00,0.00,0.00
Kendall Fuller,DB,DET,31,9,8.03,0.80,0.68,0.00,0.00,0.00
Eddie Jackson,DB,LAC,33,7,6.82,0.67,0.66,0.00,0.00,0.00
Jaelon Darden,WR,SEA,27,3,4.00,0.35,0.73,0.00,0.00,0.00
Josh Ross,LB,MIN,27,3,3.78,0.51,0.00,0.00,0.00,0.00
Ben Stille,DL,ATL,29,3,4.78,0.40,0.79,0.00,0.00,0.00
Trevor Denbow,DB,IND,28,2,3.77,0.53,0.23,0.00,0.00,0.00
Tyreik McAllister,RB,LV,28,2,4.72,0.57,0.27,0.00,0.00,0.00
John Johnson,DB,LA,31,7,7.27,0.62,0.68,0.00,0.00,0.00
Jeshaun Jones,WR,MIN,27,1,0.00,0.48,,0.00,0.00,0.00
Marcus Maye,DB,LAC,33,8,6.55,0.46,0.74,0.00,0.00,0.00
Brandon Allen,QB,TEN,34,9,9.05,0.35,1.52,0.00,0.00,0.00
Darrick Forrest,DB,SF,27,4,5.73,0.55,0.86,0.00,0.00,0.00
Jammie Robinson,DB,ATL,25,2,4.15,0.38,0.42,0.00,0.00,0.00
Aidan O'Connell,QB,LV,28,2,12.73,0.53,0.64,0.00,0.00,0.00
Josh Butler,DB,DAL,30,2,6.81,0.40,0.93,0.00,0.00,0.00
Kyle Peko,DL,LAC,33,9,3.91,0.47,1.00,0.00,0.00,0.00
Damontae Kazee,DB,DET,33,8,5.72,0.68,0.73,0.00,0.00,0.00
Eric Tomlinson,TE,LAC,34,9,2.92,0.47,1.04,0.00,0.00,0.00
Troy Hill,DB,TB,35,9,6.10,0.69,1.00,0.00,0.00,0.00
Jamison Crowder,WR,WAS,33,9,6.20,0.50,0.81,0.00,0.00,0.00
Keidron Smith,DB,NYJ,27,2,5.07,0.40,1.12,0.00,0.00,0.00
Quinton Jefferson,DL,DET,33,9,6.25,0.71,0.87,0.00,0.00,0.00
Tyler Matakevich,LB,PIT,34,8,3.17,0.46,1.59,0.00,0.00,0.00
Nick Vannett,TE,LA,33,9,3.22,0.49,0.73,0.00,0.00,0.00
Sean Murphy-Bunting,DB,ARI,29,6,7.02,0.72,0.71,0.00,0.00,0.00
Deonte Harty,WR,BAL,29,5,5.06,0.49,0.84,0.00,0.00,0.00
Mark Webb,DB,LAC,28,2,4.77,0.71,0.00,0.00,0.00,0.00
Marquise Blair,DB,NYJ,29,5,4.98,0.39,0.84,0.00,0.00,0.00
Kris Boyd,DB,NYJ,30,6,3.76,0.46,0.75,0.00,0.00,0.00
Ja'Whaun Bentley,LB,PIT,30,7,7.77,0.70,0.74,0.00,0.00,0.00
Zacch Pickens,DL,KC,26,2,4.01,0.46,0.94,0.00,0.00,0.00
Cole Christiansen,LB,KC,29,5,4.03,0.30,0.00,0.00,0.00,0.00
River Cracraft,WR,WAS,32,8,4.30,0.38,0.85,0.00,0.00,0.00
Jason Pierre-Paul,DL,TB,37,15,6.32,0.43,0.95,0.00,0.00,0.00
Rashaan Melvin,DB,CAR,37,9,4.39,0.78,0.53,0.00,0.00,0.00
Kingsley Jonathan,DL,NYJ,28,3,4.05,0.30,0.71,0.00,0.00,0.00
Nazeeh Johnson,DB,KC,28,3,5.10,0.50,1.04,0.00,0.00,0.00
Sean Chandler,DB,WAS,30,5,4.10,0.54,0.82,0.00,0.00,0.00
Tre Herndon,DB,BUF,30,7,5.93,0.70,0.63,0.00,0.00,0.00
Brandon Facyson,DB,LV,32,6,5.77,0.63,0.94,0.00,0.00,0.00
Darren Fells,TE,TB,40,8,3.22,0.71,0.86,0.00,0.00,0.00
B.J. Hill,DL,CIN,31,7,6.80,0.85,0.77,0.00,0.00,0.00
Robert Spillane,LB,NE,31,7,8.58,0.85,0.78,0.00,0.00,0.00
Gunner Olszewski,WR,NYG,30,6,3.67,0.46,1.34,0.00,0.00,0.00
Mark Andrews,TE,BAL,31,7,9.57,0.84,0.64,0.00,0.00,0.00
Oren Burks,LB,CIN,31,7,4.26,0.66,0.96,0.00,0.00,0.00
Nathan Shepherd,DL,NO,33,7,4.77,0.77,0.89,0.00,0.00,0.00
Vita Vea,DL,TB,31,7,7.90,0.77,0.85,0.00,0.00,0.00
Carlton Davis III,DB,NE,30,7,7.91,0.77,0.75,0.00,0.00,0.00
Dennis Gardeck,LB,JAX,32,7,6.93,0.72,1.17,0.00,0.00,0.00
Jonathan Owens,DB,CHI,31,7,6.05,0.63,0.74,0.00,0.00,0.00
Trent Sherfield,WR,NE,30,7,3.88,0.61,0.92,0.00,0.00,0.00
Tavierre Thomas,DB,MIN,30,7,4.46,0.60,1.05,0.00,0.00,0.00
Jaire Alexander,DB,PHI,29,7,8.20,0.48,0.76,0.00,0.00,0.00
David Long,DB,CAR,28,6,4.63,0.48,0.92,0.00,0.00,0.00
Mike White,QB,CAR,31,7,10.15,0.41,1.12,0.00,0.00,0.00
Adrian Colbert,DB,CHI,33,7,4.72,0.48,0.36,0.00,0.00,0.00
Shaquil Barrett,LB,TB,34,10,8.74,0.60,0.82,0.00,0.00,0.00
Morice Norris Jr.,DB,DET,26,1,0.00,0.51,,0.00,0.00,0.00
Deon Bush,DB,KC,33,9,5.01,0.42,0.90,0.00,0.00,0.00
Alex Erickson,WR,HOU,34,8,4.95,0.39,0.94,0.00,0.00,0.00
Bobby McCain,DB,MIN,33,9,6.20,0.54,0.98,0.00,0.00,0.00
Anthony Miller,WR,BAL,32,7,5.09,0.48,1.21,0.00,0.00,0.00
Rasheem Green,DL,CHI,29,5,5.25,0.82,1.14,0.00,0.00,0.00
Richie James,WR,KC,31,5,5.56,0.73,0.82,0.00,0.00,0.00
Byron Pringle,WR,WAS,33,6,4.59,0.72,0.85,0.00,0.00,0.00
Logan Woodside,QB,ARI,31,7,8.87,0.53,23.82,0.00,0.00,0.00
Shaquille Leonard,LB,PHI,31,5,7.02,0.73,0.85,0.00,0.00,0.00
Abdullah Anderson,DL,TEN,30,6,4.30,0.53,1.09,0.00,0.00,0.00
Chandon Sullivan,DB,PIT,30,5,5.43,0.80,0.76,0.00,0.00,0.00
Alex Barrett,DL,SF,32,7,4.30,0.56,0.00,0.00,0.00,0.00
Tyler Scott,WR,LA,25,2,4.62,0.61,0.62,0.00,0.00,0.00
Casey Rogers,DL,NYG,28,1,0.00,0.51,,0.00,0.00,0.00
Brodric Martin,DL,LV,27,2,4.47,0.39,0.00,0.00,0.00,0.00
Mitchell Agude,LB,DET,27,2,4.31,0.59,0.71,0.00,0.00,0.00
Diontae Spencer,WR,NYJ,34,8,4.98,0.69,0.00,0.00,0.00,0.00
Charvarius Ward,DB,IND,30,7,8.40,0.72,0.69,0.00,0.00,0.00
Ryan Neal,DB,TB,31,6,6.46,0.60,0.93,0.00,0.00,0.00
C.J. Uzomah,TE,PHI,33,9,3.97,0.56,1.00,0.00,0.00,0.00
Dee Ford,DL,SF,35,8,6.30,0.69,0.40,0.00,0.00,0.00
Jose Ramirez,LB,TB,27,2,4.55,0.55,0.00,0.00,0.00,0.00
Kevin Minter,LB,TB,36,8,4.83,0.82,0.87,0.00,0.00,0.00
Mike Woods,WR,GB,26,3,4.58,0.56,0.81,0.00,0.00,0.00
DJ Chark,WR,LAC,30,6,6.97,0.57,0.72,0.00,0.00,0.00
Tremaine Edmunds,LB,CHI,28,7,9.11,0.84,0.66,0.00,0.00,0.00
Jessie Bates,DB,ATL,29,7,9.03,0.92,0.78,0.00,0.00,0.00
Justin Watson,WR,HOU,30,7,5.12,0.61,0.67,0.00,0.00,0.00
Siran Neal,DB,SF,32,7,3.51,0.50,1.16,0.00,0.00,0.00
Tim Settle,DL,HOU,29,7,5.32,0.61,1.09,0.00,0.00,0.00
Ray-Ray McCloud,WR,NYG,30,7,6.09,0.65,0.74,0.00,0.00,0.00
Foye Oluokun,LB,JAX,31,7,10.73,0.90,0.53,0.00,0.00,0.00
Zaire Franklin,LB,IND,30,7,9.75,0.90,0.67,0.00,0.00,0.00
Andre Carter II,LB,MIA,26,2,4.70,0.40,0.00,0.00,0.00,0.00
Baylor Cupp,TE,BAL,26,1,0.00,0.51,,0.00,0.00,0.00
Keir Thomas,LB,LA,28,3,3.99,0.42,0.68,0.00,0.00,0.00
Troy Pride,DB,IND,28,5,5.49,0.53,0.00,0.00,0.00,0.00
Blake Lynch,LB,TEN,29,5,5.11,0.45,1.36,0.00,0.00,0.00
Andre Chachere,DB,ARI,30,6,4.43,0.44,0.90,0.00,0.00,0.00
Tashaun Gipson,DB,SF,36,12,6.29,0.68,0.80,0.00,0.00,0.00
Kareem Jackson,DB,BUF,38,14,5.96,0.63,0.68,0.00,0.00,0.00
Keilan Robinson,RB,NYJ,26,1,0.00,0.50,,0.00,0.00,0.00
Kevin Rader,TE,NO,31,6,2.79,0.47,0.57,0.00,0.00,0.00
Albert Wilson,WR,LV,34,8,5.64,0.81,0.74,0.00,0.00,0.00
DeVante Parker,WR,PHI,33,9,7.22,0.74,0.70,0.00,0.00,0.00
Julio Jones,WR,PHI,37,12,6.19,0.67,0.78,0.00,0.00,0.00
Blaine Gabbert,QB,KC,37,12,8.89,0.46,1.75,0.00,0.00,0.00
Alex Cook,DB,CHI,27,2,4.64,0.64,0.57,0.00,0.00,0.00
Lerentee McCray,DL,JAX,36,8,4.08,0.74,0.79,0.00,0.00,0.00
Anthony Kendall,DB,CLE,27,2,4.66,0.64,0.40,0.00,0.00,0.00
Tariq Castro-Fields,DB,PHI,27,3,4.97,0.60,0.66,0.00,0.00,0.00
Cody Davis,DB,NE,37,10,3.55,0.52,0.47,0.00,0.00,0.00
Mike Purcell,DL,DEN,35,10,3.79,0.76,0.91,0.00,0.00,0.00
Markus Golden,LB,PIT,35,9,7.48,0.81,0.93,0.00,0.00,0.00
Emmanuel Sanders,WR,BUF,39,11,7.63,0.87,0.66,0.00,0.00,0.00
Matt Slater,WR,NE,41,15,3.65,0.51,0.33,0.00,0.00,0.00
Tyson Alualu,DL,DET,39,13,4.05,0.45,0.58,0.00,0.00,0.00
Micah Hyde,DB,BUF,36,11,6.95,0.72,0.77,0.00,0.00,0.00
Andrew Farmer,LB,SF,26,2,4.51,0.59,0.00,0.00,0.00,0.00
Ronnie Perkins,LB,ATL,27,4,4.30,0.67,1.05,0.00,0.00,0.00
Ambry Thomas,DB,PHI,27,4,5.37,0.69,0.90,0.00,0.00,0.00
Christian Holmes,DB,CLE,29,3,4.26,0.56,0.71,0.00,0.00,0.00
Lewis Cine,DB,PHI,27,3,0.00,0.55,,0.00,0.00,0.00
Markus Bailey,LB,ARI,29,4,3.40,0.66,0.92,0.00,0.00,0.00
Shaun Wade,DB,CHI,28,4,4.71,0.51,0.71,0.00,0.00,0.00
Lynn Bowden,WR,NO,29,3,4.80,0.71,0.72,0.00,0.00,0.00
Keith Kirkwood,WR,BAL,32,7,4.54,0.46,0.71,0.00,0.00,0.00
Ross Cockrell,DB,TB,35,8,5.16,0.88,0.50,0.00,0.00,0.00
Jonathan Ledbetter,DL,ARI,29,4,4.50,0.56,0.80,0.00,0.00,0.00
D.J. Montgomery,WR,IND,30,6,5.60,0.51,0.78,0.00,0.00,0.00
Curtis Bolton,LB,TEN,31,5,3.57,0.48,0.36,0.00,0.00,0.00
Mohamed Sanu,WR,MIA,37,10,5.21,0.78,0.57,0.00,0.00,0.00
Jabril Cox,LB,WAS,28,2,3.79,0.44,0.51,0.00,0.00,0.00
Matt Henningsen,DL,DEN,27,3,4.01,0.62,1.08,0.00,0.00,0.00
Christopher Hinton,DL,LAC,26,3,4.11,0.48,0.39,0.00,0.00,0.00
A.T. Perry,WR,DEN,27,2,4.91,0.74,0.84,0.00,0.00,0.00
Sean Clifford,QB,CIN,28,2,10.89,0.60,0.00,0.00,0.00,0.00
Tae Davis,LB,CAR,30,6,4.23,0.48,0.43,0.00,0.00,0.00
Logan Ryan,DB,SF,35,10,6.70,0.64,0.60,0.00,0.00,0.00
Myles Jack,LB,PIT,31,7,6.12,0.68,0.55,0.00,0.00,0.00
Sidney Jones,DB,CIN,30,6,6.02,0.50,0.61,0.00,0.00,0.00
Romeo Okwara,DL,DET,31,7,5.86,0.49,0.98,0.00,0.00,0.00
Eric Rowe,DB,PIT,34,9,6.79,0.69,0.91,0.00,0.00,0.00
David Mayo,LB,WAS,33,8,5.96,0.64,1.07,0.00,0.00,0.00
Dean Marlowe,DB,LAC,34,8,5.10,0.62,0.66,0.00,0.00,0.00
Steven Nelson,DB,KC,33,9,6.93,0.85,0.67,0.00,0.00,0.00
Patrick Peterson,DB,PIT,36,12,7.16,0.88,0.86,0.00,0.00,0.00
Andre Smith,LB,DEN,29,6,4.30,0.50,1.07,0.00,0.00,0.00
Jaleel Johnson,DL,TEN,32,6,3.78,0.62,0.97,0.00,0.00,0.00
Equanimeous St. Brown,WR,NO,30,6,4.11,0.68,0.90,0.00,0.00,0.00
Randy Gregory,LB,TB,34,9,7.13,0.67,0.96,0.00,0.00,0.00
Jeff Driskel,QB,WAS,33,9,9.22,0.55,1.43,0.00,0.00,0.00
Jayron Kearse,DB,DAL,32,7,7.88,0.87,0.65,0.00,0.00,0.00
DeAndre Houston-Carson,DB,HOU,33,7,6.08,0.69,0.90,0.00,0.00,0.00
James Bradberry,DB,PHI,33,8,7.77,0.88,0.66,0.00,0.00,0.00
Drew Sanders,LB,DEN,26,2,4.24,0.55,1.01,0.00,0.00,0.00
Blake Bell,TE,KC,35,8,2.96,0.51,1.03,0.00,0.00,0.00
Dee Delaney,DB,DAL,31,6,5.22,0.64,0.90,0.00,0.00,0.00
Keelan Doss,WR,LAC,30,4,5.80,0.61,0.87,0.00,0.00,0.00
Randall Cobb,WR,NYJ,36,12,5.77,0.64,0.79,0.00,0.00,0.00
Melvin Ingram,LB,MIA,37,11,6.93,0.60,0.91,0.00,0.00,0.00
Whitney Mercilus,DL,GB,36,9,5.70,0.76,0.79,0.00,0.00,0.00
Duron Harmon,DB,CLE,35,10,6.79,0.76,0.79,0.00,0.00,0.00
Ryan Tannehill,QB,TEN,38,11,15.13,0.77,0.47,0.00,0.00,0.00
Bradley Roby,DB,PHI,34,9,5.32,0.71,0.82,0.00,0.00,0.00
Logan Thomas,TE,SF,35,10,6.70,0.75,0.62,0.00,0.00,0.00
Dyontae Johnson,LB,NYG,26,2,4.89,0.55,0.00,0.00,0.00,0.00
Titus Leo,DL,PHI,27,2,5.11,0.53,0.00,0.00,0.00,0.00
Bailey Zappe,QB,CLE,27,3,10.65,0.49,0.75,0.00,0.00,0.00
Russ Yeast,DB,CIN,27,3,4.12,0.62,0.83,0.00,0.00,0.00
Joejuan Williams,DB,NO,29,5,4.91,0.59,0.97,0.00,0.00,0.00
Shaq Lawson,DL,BUF,32,9,5.02,0.74,0.86,0.00,0.00,0.00
Trevor Siemian,QB,TEN,35,10,12.69,0.52,0.71,0.00,0.00,0.00
AJ McCarron,QB,CIN,36,9,10.32,0.62,1.56,0.00,0.00,0.00
Tre Hawkins III,DB,WAS,26,2,5.45,0.54,1.00,0.00,0.00,0.00
Damarri Mathis,DB,CAR,27,3,6.09,0.55,0.50,0.00,0.00,0.00
Ricardo Allen,DB,CIN,35,7,4.32,0.76,0.39,0.00,0.00,0.00
KhaDarel Hodge,WR,ATL,32,7,4.03,0.58,0.91,0.00,0.00,0.00
Shamar Stephen,DL,DEN,35,7,3.56,0.85,0.62,0.00,0.00,0.00
Devin Smith,WR,CAR,34,6,0.00,0.68,,0.00,0.00,0.00
Maurice Alexander,WR,CHI,29,5,4.98,0.42,0.00,0.00,0.00,0.00
Fred Warner,LB,SF,30,7,10.38,0.78,0.67,0.00,0.00,0.00
Derrick Nnadi,DL,KC,30,7,3.10,0.56,1.05,0.00,0.00,0.00
Arden Key,LB,TEN,30,7,7.54,0.75,0.90,0.00,0.00,0.00
Anthony Hitchens,LB,KC,34,7,5.29,0.87,0.85,0.00,0.00,0.00
Harold Landry III,LB,NE,30,7,10.62,0.86,0.75,0.00,0.00,0.00
Bradley Chubb,LB,MIA,30,7,9.33,0.83,0.91,0.00,0.00,0.00
Jason Verrett,DB,SF,35,9,5.33,0.68,0.00,0.00,0.00,0.00
Mike Hughes,DB,ATL,29,7,6.50,0.69,0.74,0.00,0.00,0.00
Kingsley Keke,DL,ARI,30,3,5.81,0.75,0.82,0.00,0.00,0.00
Roquan Smith,LB,BAL,29,7,9.74,0.90,0.67,0.00,0.00,0.00
Jacob Tuioti-Mariner,LB,CAR,30,4,5.39,0.74,0.79,0.00,0.00,0.00
T.J. Smith,DL,TEN,29,5,4.30,0.30,0.75,0.00,0.00,0.00
Johnathan Abram,DB,NO,30,5,6.77,0.56,0.67,0.00,0.00,0.00
Joseph Fortson,TE,KC,31,5,3.21,0.47,0.67,0.00,0.00,0.00
Nik Needham,DB,NYJ,30,6,5.53,0.45,0.88,0.00,0.00,0.00
Faion Hicks,DB,SEA,28,2,5.18,0.53,0.00,0.00,0.00,0.00
Kelvin Joseph,DB,MIN,27,3,4.34,0.43,0.94,0.00,0.00,0.00
Kwon Alexander,LB,DET,32,9,6.19,0.64,0.81,0.00,0.00,0.00
Ochaun Mathis,LB,NYJ,27,2,4.06,0.47,0.59,0.00,0.00,0.00
Adetokunbo Ogundeji,LB,PIT,28,3,4.15,0.58,0.97,0.00,0.00,0.00
Jalen Reagor,WR,LAC,27,5,4.67,0.60,0.90,0.00,0.00,0.00
Demone Harris,DL,ATL,31,6,4.41,0.43,0.61,0.00,0.00,0.00
Desmond King,DB,BAL,32,7,7.42,0.61,0.93,0.00,0.00,0.00
Terrell Edmunds,DB,LV,29,7,6.55,0.66,0.78,0.00,0.00,0.00
Bruce Hector,DL,SF,32,7,4.72,0.41,1.33,0.00,0.00,0.00
Tyrell Williams,WR,DET,34,6,5.13,0.69,0.00,0.00,0.00,0.00
Danny Shelton,DL,KC,33,8,4.42,0.75,0.82,0.00,0.00,0.00
Marquis Haynes,LB,CAR,33,6,5.76,0.56,1.02,0.00,0.00,0.00
Ashton Dulin,WR,IND,29,6,3.49,0.67,0.88,0.00,0.00,0.00
Brandon King,LB,IND,33,7,4.00,0.74,0.24,0.00,0.00,0.00
Myles Adams,DL,DET,28,5,4.72,0.39,0.94,0.00,0.00,0.00
Duke Shelley,DB,IND,30,6,5.76,0.46,0.61,0.00,0.00,0.00
Bashaud Breeland,DB,ARI,34,7,6.50,0.85,0.67,0.00,0.00,0.00
Rashan Gary,DL,GB,29,6,9.00,0.84,0.87,0.00,0.00,0.00
Adam Humphries,WR,HOU,33,8,5.33,0.93,0.68,0.00,0.00,0.00
Julian Love,DB,SEA,28,6,9.20,0.80,0.68,0.00,0.00,0.00
Noah Fant,TE,CIN,29,6,5.93,0.80,0.64,0.00,0.00,0.00
Marcus Epps,DB,PHI,30,6,5.58,0.65,0.72,0.00,0.00,0.00
Geoff Swaim,TE,CLE,33,9,3.42,0.52,0.84,0.00,0.00,0.00
Denzel Ward,DB,CLE,29,7,8.18,0.78,0.68,0.00,0.00,0.00
John Franklin-Myers,DL,DEN,30,7,7.41,0.78,0.89,0.00,0.00,0.00
Sebastian Joseph-Day,DL,TEN,31,7,5.59,0.74,0.94,0.00,0.00,0.00
Artie Burns,DB,MIA,31,9,6.49,0.45,0.44,0.00,0.00,0.00
Allen Robinson,WR,DET,33,10,6.34,0.63,0.65,0.00,0.00,0.00
Efe Obada,DL,WAS,34,9,5.48,0.45,1.16,0.00,0.00,0.00
Micah Abernathy,DB,ATL,29,5,4.61,0.36,0.07,0.00,0.00,0.00
Sheldrick Redwine,DB,WAS,30,5,4.91,0.71,0.69,0.00,0.00,0.00
Kristian Wilkerson,WR,BUF,29,5,5.74,0.46,0.49,0.00,0.00,0.00
Jalen Elliott,DB,PIT,28,4,5.04,0.45,0.49,0.00,0.00,0.00
Cam Lampkin,DB,LA,25,1,0.00,0.51,,0.00,0.00,0.00
Andrew Booth,DB,DAL,26,3,4.65,0.46,0.85,0.00,0.00,0.00
Matthew Adams,LB,NYG,31,6,3.26,0.51,0.67,0.00,0.00,0.00
Carlos Watkins,DL,TEN,33,8,4.45,0.47,1.19,0.00,0.00,0.00
T.Y. McGill,DL,CLE,34,9,4.28,0.36,0.44,0.00,0.00,0.00
Jalen Virgil,WR,ARI,28,3,3.93,0.54,1.47,0.00,0.00,0.00
Amare Barno,LB,CAR,27,2,4.52,0.48,1.09,0.00,0.00,0.00
Kadarius Toney,WR,CLE,27,3,5.78,0.57,1.04,0.00,0.00,0.00
Zach Davidson,TE,NYG,28,4,3.27,0.53,0.00,0.00,0.00,0.00
Elerson Smith,LB,CLE,28,4,4.14,0.40,0.99,0.00,0.00,0.00
Tanner Muse,LB,JAX,30,4,3.51,0.37,0.86,0.00,0.00,0.00
Daryl Worley,DB,WAS,31,9,5.54,0.46,0.82,0.00,0.00,0.00
Anthony Johnson Jr.,DB,NYG,27,2,5.73,0.48,0.82,0.00,0.00,0.00
William Kwenkeu,LB,BAL,29,3,4.76,0.42,0.00,0.00,0.00,0.00
Sam Howell,QB,PHI,26,3,15.31,0.56,0.57,0.00,0.00,0.00
